id,first_name,last_name,hand,birth_date,country_code,clean_birth_date
112986,Ravi,Venkatesan,,19430531,IND,1943-05-31
112987,Haibibi,Bouchaib,,19420305,MAR,1942-03-05
112988,William,Tym,,,USA,
112989,Eric,Loliee,R,19430418,FRA,1943-04-18
112990,Zdravko,Mincek,,,YUG,
112991,Rohan G,Summers,,19440000,RSA,
112992,Isao,Kobayashi,,19411121,JPN,1941-11-21
112993,Bronislaw,Lewandowski,,19470831,POL,1947-08-31
112994,Bernd,Weinmann,,,GER,
112995,Vyacheslav Vladimirovich,Egorov,,19380925,URS,1938-09-25
112996,Patrick,Beraud,,19481214,FRA,1948-12-14
112997,Sanford,Webster,,,USA,
112998,Pierre,Pellizza,,19170710,FRA,1917-07-10
112999,Andre,Poulailion,,,FRA,
113000,Henri,Bolelli,,19120227,FRA,1912-02-27
113001,Andres R,Hammersley,,19200000,CHI,
113002,John Burke,Wilkinson,,,USA,
113003,Derrick William,Barton,,19230926,GBR,1923-09-26
113004,Patrick,Tiberghien,,,FRA,
113005,Tommy,Anderson,,,GBR,
113006,Georges,Gremillet,,,FRA,
113007,Jan,Smolinsky,,19190210,TCH,1919-02-10
113008,Josef,Caska,,19130902,TCH,1913-09-02
113009,Eduardo,Buse,,,PER,
113010,Gaston,Wampach,,19191215,LUX,1919-12-15
113011,Eric John,Filby,,19170531,GBR,1917-05-31
113012,Stanley,Drobac,,,USA,
113013,Yvon Francois Marie,Petra,,19160308,FRA,1916-03-08
113014,Renato,Bossi,,19171207,ITA,1917-12-07
113015,Gilbert,Naccache,,,TUN,
113016,George,Godsell,,,GBR,
113017,Francois,Terrier,,,FRA,
113018,Jose Luis,Morea Cantillo,,,ARG,
113019,Vinny,Rurac,,,ROU,
113020,Ferrucio,Quintevalle,,,ITA,
113021,Tibor,Frigyesy,,,HUN,
113022,Vladimir,Cernik,,19170709,TCH,1917-07-09
113023,Emil,Szentpetery,,,HUN,
113024,Cristea,Caralulis,,,ROU,
113025,Jost,Spitzer,,19190905,SUI,1919-09-05
113026,Luc,Despiegelaere,,,BEL,
113027,Jorge Paulo,Lemann,,19390826,SUI,1939-08-26
113028,Ed,Rubinoff,,19350712,USA,1935-07-12
113029,Ivan,Jaksic,,,YUG,
113030,Sima,Nikolic,,19320313,YUG,1932-03-13
113031,M,Zentai,,,HUN,
113032,Cesare,Guerci Lena,,,ITA,
113033,Geoff J,Hughes,,,AUS,
113034,Jon A,Douglas,,19360910,USA,1936-09-10
113035,Christian,Viron,,,FRA,
113036,Ian Sinclair,Crookenden,,19431210,NZL,1943-12-10
113037,Sergio,Jacobini,,,ITA,
113038,Thomas,Hallberg,,19400801,SWE,1940-08-01
113039,Peter,Strobl,,19410312,TCH,1941-03-12
113040,Srdjan,Jelic,,,YUG,
113041,Donald Lm,Black,,,ZIM,
113042,Pierre,Rinderknech,,,FRA,
113043,Tony,Vincent,,19260917,USA,1926-09-17
113044,Willem,Maris,,19390914,NED,1939-09-14
113045,Jean,Rimet,,,FRA,
113046,Colin Jj,Robbins,,,RSA,
113047,M,Benda,,,TCH,
113048,Erick,Baer,,,USA,
113049,Andre,Contanson,,,FRA,
113050,Ryuki,Miki,,,JPN,
113051,Frank,Shields,,19091118,USA,1909-11-18
113052,Werner,Steiner,,,SUI,
113053,Pierre,Chevalier,,,FRA,
113054,A,Fe D Ostiani,,,ITA,
113055,Louis,Desloges,,,FRA,
113056,Eikishi,Itoh,,,JPN,
113057,Maurice,Papillon,,,FRA,
113058,Jiri,Novotny,,,TCH,
113059,R,Douillet,,,FRA,
113060,M,Krasny,,,TCH,
113061,Ferenc,Marsalek,,19020723,TCH,1902-07-23
113062,Herman F,David,,19050626,GBR,1905-06-26
113063,Jurme,Mital,,,FRA,
113064,D,Datt,,,UNK,
113065,Ranbir,Singh,,,IND,
113066,Fru Svend,Sperling,,,DEN,
113067,Alain J,Gerbault,,18931117,FRA,1893-11-17
113068,Franjo,Schaeffer,,,YUG,
113069,Guy,Van Zuylen,,,BEL,
113070,Jp,Gallet,,,FRA,
113071,Edmond,Lotan,,,FRA,
113072,Helge,Ploughmann,,,DEN,
113073,Takeo,Kuwabara,,19080331,JPN,1908-03-31
113074,Ted,Avory,,19090621,GBR,1909-06-21
113075,Imre,Zichy,,,HUN,
113076,Alexandre,Goldryn,,,FRA,
113077,Oscar,De Minerbi,,19080226,ITA,1908-02-26
113078,Bobby,De,,,UNK,
113079,Gregory,Mangin,,19081101,USA,1908-11-01
113080,Pierre,Albarran,,18940000,FRA,
113081,Hyotare,Satoh,,19040601,JPN,1904-06-01
113082,Ahmed,Shukry,,,EGY,
113083,Minoru,Kawachi,,19080807,JPN,1908-08-07
113084,Jack Montagu,Hillyard,,18900000,GBR,
113085,Jean,De Macedo,,,FRA,
113086,Huyuh,Van Giao,,,VIE,
113087,Bc,Lowe,,,RSA,
113088,Gino,De Martino,,,ITA,
113089,George Martin,Lott,,19061016,USA,1906-10-16
113090,Edgar,Ward,,,UNK,
113091,R,Zander,,,GER,
113092,Louis,Haensch,,,GER,
113093,Nguyen,Van Chim,,,VIE,
113094,P,Rar,,,UNK,
113095,A,Riches,,,EGY,
113096,Bernard C,Law,,,USA,
113097,A,Renard,,,UNK,
113098,Wilhelm Otto Eberhard,Nourney,,19040423,GER,1904-04-23
113099,Donald,Leahong,,,JAM,
113100,Yoshiro,Ohta,,19020111,JPN,1902-01-11
113101,Tamino,Abe,,19020929,JPN,1902-09-29
113102,Antonio,Pinto Cohelo,,,POR,
113103,J,Rivero Ferro,,,UNK,
113104,Bi,Clark,,,UNK,
113105,David A,Samaai,,,RSA,
113106,Chew Bee,Ong,,,MAS,
113107,Bill,Lurie,,,USA,
113108,Gene,Garrett,,19250711,USA,1925-07-11
113109,Howard F,Walton,,19160723,GBR,1916-07-23
113110,Alcides,Procopio,,19160915,BRA,1916-09-15
113111,Leon H,Norgarb,,,RSA,
113112,Emile,Bayon,,,FRA,
113113,Hans,Van Swol,,19140822,NED,1914-08-22
113114,Hal,Burrows,,,USA,
113115,Max,Albrecht,,,SUI,
113116,J,Oloszowski,,,POL,
113117,Dennis C,Coombe,,19111111,NZL,1911-11-11
113118,Eddie,Mandelbaum,,,EGY,
113119,Bob,Freedman,,,USA,
113120,Stan,Davidson,,,RSA,
113121,John Alfred Thomas,Horn,,19311106,GBR,1931-11-06
113122,Cesar,Carmona,,,PHI,
113123,Stan,Clark,,,GBR,
113124,Gianni,Clerici,,,ITA,
113125,Roberto,Cardozo,,19270831,BRA,1927-08-31
113126,Roy,Wilder,,,USA,
113127,Wladimir,Lerque,,,ECU,
113128,Jean,Brisson,,,FRA,
113129,Luis,Carles,,,ESP,
113130,Michel,Dulac De Fugeres,,,FRA,
113131,Naresh,Kumar,,19281222,IND,1928-12-22
113132,Pierre,Bardey,,,FRA,
113133,Joe D,Hackett,,19250804,IRL,1925-08-04
113134,Fred,Kovaleski,,,USA,
113135,Giulio,Caccia,,,ITA,
113136,Carlo,Della Vida,,,ITA,
113137,Lord A,Mexborough,,,GBR,
113138,Richard J,Bender,,,USA,
113139,Joao,Roquette Sr,,19100521,POR,1910-05-21
113140,Matt,Murphy,,,IRL,
113141,M,Bojovic,,,YUG,
113142,Paul,Blondel,,,SUI,
113143,Henri,Chabance,,,FRA,
113144,Irvin,Dorfman,,,USA,
113145,F,Zampori,,,ITA,
113146,Max,Bertram,,19110211,RSA,1911-02-11
113147,Douglas G,Freshwater,,,GBR,
113148,Raymond,Tuckey,,19100615,GBR,1910-06-15
113149,Roland,Longtin,,,CAN,
113150,Hideo,Nishimura,,19121116,JPN,1912-11-16
113151,Colin,Robertson,,,AUS,
113152,Marcel,Rainville,,19030630,CAN,1903-06-30
113153,Jiro,Yamagishi,,19120523,JPN,1912-05-23
113154,Willie,Muir,,,RSA,
113155,Perez,Guerrero,,,UNK,
113156,Adam,Baworowski,,19130809,AUT,1913-08-09
113157,John,Hendrie,,,RSA,
113158,Vanni,Canepele,,19160618,ITA,1916-06-18
113159,Pascal,Merlin,,,FRA,
113160,Augusto,Rado,,19121121,ITA,1912-11-21
113161,Andre,Bacquart,,,FRA,
113162,Dennis J,Cook,,,GBR,
113163,Jacques,Langanay,,,FRA,
113164,Didi,Teschmacher,,19150305,NED,1915-03-05
113165,Jacques,Van Den Eynde,,,BEL,
113166,M,Ferenczy,,,HUN,
113167,M,Lorewski,,,UNK,
113168,Ferenc,Huszar,,19220424,HUN,1922-04-24
113169,Emilio,Martinez,,,ESP,
113170,Carlos,Sanhueza,,,CHI,
113171,Basil J,Katz,,,RHO,
113172,Jose,Aguero,,19330227,BRA,1933-02-27
113173,Derek,Capell,,,RSA,
113174,Borje,Fornstedt,,19260224,SWE,1926-02-24
113175,Pierre,Pinart,,,FRA,
113176,Salvador,Soriano,,19260625,ARG,1926-06-25
113177,Rolf,Gopfert,,19160216,GER,1916-02-16
113178,Adel,Ismail,,19280925,EGY,1928-09-25
113179,B,Blonquist,,,SWE,
113180,Eugenio,Saller,,19280605,BRA,1928-06-05
113181,Ernst,Buchholz,,19200619,GER,1920-06-19
113182,Don,Mcneill,,19180430,USA,1918-04-30
113183,Otto,Hauser,,,ARG,
113184,Gene,Smith,,,USA,
113185,Charles R,Harris,,,USA,
113186,E,Robinson,,,UNK,
113187,Robert,Mouvet,,,BEL,
113188,Otto,Szigetti,,,HUN,
113189,Ronald Alfred,Shayes,,19120912,GBR,1912-09-12
113190,Bobby,Riggs,,19180225,USA,1918-02-25
113191,Henri,Catteau,,,FRA,
113192,Elwood Thomas,Cooke,,19130705,USA,1913-07-05
113193,Georges,Zarifi,,,FRA,
113194,Robert E,Mulliken,,,IRL,
113195,F,Schroter,,,UNK,
113196,Czeslaw,Spychala,,19170101,POL,1917-01-01
113197,Rene Marie,Depierre,,,FRA,
113198,Tom,Hughan,,19090306,NED,1909-03-06
113199,William Crum,Thompson,,,USA,
113200,Jean,Moreau,,,BEL,
113201,Sebastian,Harreguy,,,URU,
113202,W,Davidson,,,GBR,
113203,Johan,Beer,,19150921,NOR,1915-09-21
113204,Owen,Anderson,,,USA,
113205,K,Dohnal,,,GER,
113206,A,Bogdadly,,,EGY,
113207,Murray D,Deloford,,,GBR,
113208,Nguyen,Van Sau,,,FRA,
113209,Andre,Casanova,,,FRA,
113210,Fumiteru,Nakano,,19160113,JPN,1916-01-13
113211,Frantisek,Cejnar,,19170000,TCH,
113212,Paul,Roux,,,FRA,
113213,Bent,Panker,,,DEN,
113214,Yasumine,Kuramitsu,,,JPN,
113215,Larry,Nelson,,,USA,
113216,Ghaus,Mohammed Khan,,19151102,IND,1915-11-02
113217,Jean Paul,Vincent,,,FRA,
113218,Antal,Jancso,,,HUN,
113219,Marc,Lasry,,,FRA,
113220,Georges,Deniau,,19321225,FRA,1932-12-25
113221,Richard,Schonborn,,,TCH,
113222,Ray A,Weedon,,,RSA,
113223,Hernando,Salas,,,COL,
113224,Kamilo,Keretic,,,YUG,
113225,Brian,Woolf,,19370128,NZL,1937-01-28
113226,Daniel,Achondo,,19391005,CHI,1939-10-05
113227,Soren,Hojberg,,19330824,DEN,1933-08-24
113228,Gheorghe,Viziru,,,ROU,
113229,Reynaldo,Garrido,,19340804,CUB,1934-08-04
113230,Peter G,Nicholls,,,NZL,
113231,Jozef,Piatek,,,POL,
113232,Martin,Froesch,,19320818,SUI,1932-08-18
113233,E John,Hurry,,,RSA,
113234,Bill,Quillian,,19330413,USA,1933-04-13
113235,Michel,Vaubrun,,,FRA,
113236,Rupert,Huber,,19300415,GER,1930-04-15
113237,Jan,Radzio,,19310208,POL,1931-02-08
113238,Edgar N,Powers,,,USA,
113239,Kurt,Baco,,,YUG,
113240,Arsenio,Motolko,,,URU,
113241,Hugh W,Stewart,,19280424,USA,1928-04-24
113242,Christoph,Biederlack,,,GER,
113243,Philippe,Deniau,,,FRA,
113244,R Spencer,Brent,,,USA,
113245,Jerry,Dewitts,,19310702,USA,1931-07-02
113246,Istvan,Sikorski,,,HUN,
113247,George,Manset,,,FRA,
113248,Alain,Lartigue,,,FRA,
113249,Gheorghe,Sturdza,,,NOR,
113250,Bob,Macy,,,USA,
113251,Beppo,Pottinger,,,GER,
113252,Bill,Beale Jr,,,USA,
113253,John,Fleitz,,,USA,
113254,Pierre,Gourovitch,,,FRA,
113255,Andre,Guilbert,,,FRA,
113256,Sidney,Schwartz,,,USA,
113257,Ernesto Juan,Della Paolera,,,ARG,
113258,Don,Platt,,,CAN,
113259,Giorgio,Fachini,,,ITA,
113260,Jean Claude,Loyau,,,FRA,
113261,Franz,Feldbausch,,19310224,FRG,1931-02-24
113262,Jr,Christ,,,SUI,
113263,Ladislav,Jagec,,,YUG,
113264,Bill,Breese,,,GBR,
113265,Donald H,Fontana,,19310101,CAN,1931-01-01
113266,Jean Pierre,Bergerat,,,FRA,
113267,Leonard,Brose,,,USA,
113268,Lennart,Hojberg,,,DEN,
113269,Erwin,Balestra,,,SUI,
113270,Bob,Falkenburg,,19260129,USA,1926-01-29
113271,Bud,Robineau,,,USA,
113272,Lorne,Main,,19300709,CAN,1930-07-09
113273,Michel,Follveider,,,FRA,
113274,Alberto,Lazzarino,,,ITA,
113275,Colin W,Hannam,,,GBR,
113276,Albert,Frances,,,FRA,
113277,Arnaldo,Moreira,,,BRA,
113278,Vo,Van Bay,,,VIE,
113279,Andy,Stern,,,USA,
113280,Juan Maria,Tintore,,,ESP,
113281,Andy,Paton Jr,,,USA,
113282,Otokar,Merunka,,,TCH,
113283,Corbett T,Parker,,19320107,NZL,1932-01-07
113284,Jan,Krajcik,,19240126,TCH,1924-01-26
113285,Manuel,Morales,,,DOM,
113286,Nadim,Hajjar,,19261002,LIB,1926-10-02
113287,Gustavo,Rueda,,,COL,
113288,C Alphonso,Smith,,,USA,
113289,Paul A,Willey,,,CAN,
113290,Dean,Brinkman,,,USA,
113291,Rafiq,Ahmad,,,PAK,
113292,Jean,De La Prade,,,FRA,
113293,Lewis,Barclay,,,GBR,
113294,Khwaja,Saeed Hai,,,PAK,
113295,Alexander,Popovic,,19301012,YUG,1930-10-12
113296,Jerry,Slobin,,,USA,
113297,Prins,Van Kutch,,,NED,
113298,Donald M,Frame,,,USA,
113299,A,Billeter,,,SUI,
113300,Lazaros,Stalios,,,GRE,
113301,Buzzer,Hadingham,,,GBR,
113302,Wai Chuen,Choy,,,CHN,
113303,Ferrante,Cavriani,,,ITA,
113304,E,Billeter,,,SUI,
113305,Colin J,Eedes,,,RSA,
113306,X,Dry,,,UNK,
113307,Michel,Poles,,,FRA,
113308,Annibale,Scotti,,,ITA,
113309,J Hal,Surface Jr,,19130000,USA,
113310,Kie,Kho Sin,,19120902,CHN,1912-09-02
113311,Kazimierz,Tarlowski,,,POL,
113312,Tsui Wai,Pui,,,UNK,
113313,Willem,Karsten,,,NED,
113314,Phil,Harman,,,USA,
113315,Robert D,Murray,,19070000,CAN,
113316,Kay,Lund,,19120221,GER,1912-02-21
113317,A,Ritossa,,,SUI,
113318,X,Le Hun Ly,,,UNK,
113319,L,Wait,,,UNK,
113320,Peter,Witt,,,GBR,
113321,W,Patterson,,,UNK,
113322,Guy P,Jackson,,19210920,IRL,1921-09-20
113323,Douglas G,Snart,,,GBR,
113324,H Clive,Bernstein,,,GBR,
113325,Roland E,Carter,,192011,GBR,
113326,Francis J,Wallis,,,GBR,
113327,Tim R,Miles,,,GBR,
113328,Jimmy,Jones,,19120710,GBR,1912-07-10
113329,Bill,Moss,,,GBR,
113330,Bobby,Meredith,,,GBR,
113331,Charles,Jones,,,USA,
113332,Jack,Morison,,,USA,
113333,Joe P,Machale,,,IRL,
113334,John W,Spence,,,AUS,
113335,Claude Fo,Lister,,,GBR,
113336,Arnold T,England,,,GBR,
113337,Jack A,Moore,,,GBR,
113338,J Roy,Mansell,,,GBR,
113339,Khusru B,Madan,,,IND,
113340,Ernest,Wittman,,19090207,POL,1909-02-07
113341,John S,Comery,,,GBR,
113342,Johan,Haanes,,19120430,NOR,1912-04-30
113343,Tim,Lewis,,,GBR,
113344,Edmund J,David,,,GBR,
113345,Doug,Scharenguivel,,,CEY,
113346,Rje,Mayers,,,KEN,
113347,Derek M,Bull,,19160226,GBR,1916-02-26
113348,Guy,Cooper,,19060702,GBR,1906-07-02
113349,Ron G,Reeve,,,GBR,
113350,Geza,Eros,,,HUN,
113351,Ahmed Hasan,Khokhar,,,PAK,
113352,Norman,Kitovitz,,,GBR,
113353,Rj,Mccabe,,,IRL,
113354,Ivo F,Rinkel,,19201027,NED,1920-10-27
113355,Dick,Guise,,,GBR,
113356,Jacques,Delire,,,BEL,
113357,A Laurie,Proctor,,,GBR,
113358,Leslie E,Cater,,,GBR,
113359,David Gc,Mockridge,,,GBR,
113360,Gordon Sw,Fitt,,,GBR,
113361,W,Muller,,,RSA,
113362,Hans,Redl,,19140119,AUT,1914-01-19
113363,A Charles,Dobbs,,,GBR,
113364,Dennis H,Slack,,,GBR,
113365,Lord,Ronaldshay,,,GBR,
113366,Gordon Gwyn Lennox,Tuckett,,19051125,GBR,1905-11-25
113367,Alexander M,Hamburger,,,ROU,
113368,Mahmoud,Alam,,,PAK,
113369,Cliff J,Hovell,,,GBR,
113370,Michael,Clarke,,,GBR,
113371,Cyril A,Kemp,,19150612,IRL,1915-06-12
113372,Peter E,Hare,,,GBR,
113373,Finn,Carlson,,,GBR,
113374,Charles,Fawcus,,,GBR,
113375,Nils Erik,Hessen,,19230209,NOR,1923-02-09
113376,Fj,Beemink,,,NED,
113377,Mirek,Kizlink,,19181031,GBR,1918-10-31
113378,Brian,Royds,,,GBR,
113379,Alan D L,Hunter,,,NZL,
113380,Eddie C,Ford,,,GBR,
113381,Bent,Kozeluh,,,TCH,
113382,Hans,Huonder,,,SUI,
113383,Thorgny,Haanes,,19220223,NOR,1922-02-23
113384,Matt F,Mohtadi,,,IRI,
113385,Earl,Cochell,,19220518,USA,1922-05-18
113386,Dezso,Vad,,,HUN,
113387,Sakari,Salo,,19191221,FIN,1919-12-21
113388,Andre,Kalman,,,HUN,
113389,Freddie,Huber,,19300515,AUT,1930-05-15
113390,C,Maas,,,CAN,
113391,Jan,Staubo,,19200928,NOR,1920-09-28
113392,Pentti,Forsman,,19170801,FIN,1917-08-01
113393,Dv,Connor,,,RSA,
113394,R Phil,Hanna,,,USA,
113395,Raymond F,Egan,,19140812,IRL,1914-08-12
113396,Henry E,Weatherall,,,GBR,
113397,William A,Manahan,,,IRL,
113398,Janmeja,Charanjiva,,19081011,IND,1908-10-11
113399,Gb,Leyton,,,GBR,
113400,Esmail,Sohikish,,,IRI,
113401,R Vivian,Gotto,,19210913,IRL,1921-09-13
113402,Jim R,Frolik,,19210618,USA,1921-06-18
113403,Huib,Wilton,,19210000,NED,
113404,Frank E,Mehner,,,USA,
113405,Roland,Morton,,,GBR,
113406,Rw,Baker,,,AUS,
113407,Joseph,Clynton Reed,,,AUS,
113408,Ken Hc,Lo,,19120902,CHN,1912-09-02
113409,Tony,Clark,,,GBR,
113410,Stefan,Laszlo,,,YUG,
113411,Jannik,Ipsen,,,DEN,
113412,Trevor George Brooke,Mcveagh,,19060914,IRL,1906-09-14
113413,Enrique,Buse,,,PER,
113414,Derek R,Bocquet,,,GBR,
113415,Bob,Tinkler,,,GBR,
113416,F Derrick,Leyland,,,GBR,
113417,Je,Slater,,,USA,
113418,John K,Drinkall,,19220101,GBR,1922-01-01
113419,Maurice E,Lucking,,,GBR,
113420,J,Darkins,,,GBR,
113421,Harold R,Marsland,,,GBR,
113422,Bobby,Nicoll,,,GBR,
113423,F,Davidson,,,COL,
113424,H Frank,Beeman,,,USA,
113425,Harry,Marriner,,,GBR,
113426,D,Clayton,,,AUS,
113427,Brian K,Burnett,,,GBR,
113428,Derek N,Hardwick,,,GBR,
113429,Rc,Smith,,,GBR,
113430,Max,Stolarow,,,POL,
113431,Cecil He,Betts,,,GBR,
113432,John M,Cope,,,NZL,
113433,Donald,Macphail,,19111225,GBR,1911-12-25
113434,Hans,Pfaff,,,SUI,
113435,Helge,Johansen,,,DEN,
113436,Jack,Kramer,,19210821,USA,1921-08-21
113437,Dick,Sandys,,,IRL,
113438,Man,Mohan,,,IND,
113439,Jimmy,Mehta,,,IND,
113440,Warwick C,Shute,,,GBR,
113441,Geoff L,Emmett,,,GBR,
113442,K Bjorn,Hansen,,,DEN,
113443,John B,Griffith,,,GBR,
113444,F Jack,Piercy,,,GBR,
113445,John N,Archer,,,GBR,
113446,Iftikhar,Ahmed Khan,,,PAK,
113447,Jeffrey,Michelmore,,19200106,GBR,1920-01-06
113448,Owen M,Bold,,,NZL,
113449,Geoffrey D,Owen,,,GBR,
113450,Geoffrey A,Cass,,,IRL,
113451,Jose Maria,Draper Torres,,,ESP,
113452,Carlos,Figueira Freire,,,POR,
113453,Cyril V,Botha,,,RSA,
113454,Ian A,Mcdonald,,19330418,TRI,1933-04-18
113455,Arthur R,Gubb,,,AUS,
113456,Franz,Saiko,,19310000,AUT,
113457,Ed,Bulmer,,,GBR,
113458,Hugh West,Sweeney,,,USA,
113459,Tony,Clayton,,,GBR,
113460,Jeffrey Jf,Robinson,,,GBR,
113461,Jack,Agar,,,USA,
113462,Bob,Lee,,,GBR,
113463,D Ralph,Oliver,,,GBR,
113464,Ivor J,Warwick,,,GBR,
113465,Arthur D,Marshall,,,AUS,
113466,Ian,Froman,,19370506,RSA,1937-05-06
113467,Geoffrey L,Ward,,19270627,GBR,1927-06-27
113468,F Robin,Kipping,,,GBR,
113469,George W,Druliner,,,USA,
113470,Martin,Hime,,,GBR,
113471,Don,Flye,,,USA,
113472,Fred,Dehnert,,19280512,NED,1928-05-12
113473,Liep Tjiauw,Tan,,,INA,
113474,Pablo S,Eisenberg,,,USA,
113475,Jack D,Forbes,,,RSA,
113476,Gordon E,Mudge,,,GBR,
113477,Bernard E,Crouch,,,GBR,
113478,Koon Hung,Ip,,,HKG,
113479,Finn,Soehol,,19300908,NOR,1930-09-08
113480,Julius D,Heldman,,,USA,
113481,Basil J,Bucknell,,19220630,GBR,1922-06-30
113482,G Bruce,Robinson,,,AUS,
113483,Philip,Wooldridge,,,GBR,
113484,Edwin,Tsai,,,HKG,
113485,Darrell H,Shaw,,,GBR,
113486,Dawson C,Hamilton,,,AUS,
113487,Peter,Moys,,19351126,GBR,1935-11-26
113488,Geoff C,Pryor,,,AUS,
113489,Robin S,Condy,,19240222,IRL,1924-02-22
113490,Peter,Wooller,,,GBR,
113491,Gunnar,Sjowall,,19360122,NOR,1936-01-22
113492,Jimmy,Tattersall,,19400327,GBR,1940-03-27
113493,Reino,Nyyssonen,,19350212,FIN,1935-02-12
113494,Peter B,Frankland,,,AUS,
113495,Glenn N,Bassett,,,USA,
113496,Oliver S,Prenn,,,GBR,
113497,Colin V,Baxter,,,GBR,
113498,Kosei,Kamo,,19320510,JPN,1932-05-10
113499,Cliff P,Mayne,,,USA,
113500,Derek J,Lawer,,,RSA,
113501,David,Gunson,,,GBR,
113502,Harry R,Buttimer,,,USA,
113503,Tony,Charnock,,,RSA,
113504,John M,Cranston,,,USA,
113505,Bob,Sherman,,,USA,
113506,John J,Lesch,,,USA,
113507,Dennis B,Hughes,,,GBR,
113508,Buster,Farrar,,,RSA,
113509,Joe,Blatchford,,,USA,
113510,Brian E,Page,,,RSA,
113511,Derek R,Collins,,,GBR,
113512,S Derrick,Lester,,,GBR,
113513,Jiri,Parma,,19290331,TCH,1929-03-31
113514,Kamel,Moubarek,,19320802,EGY,1932-08-02
113515,Munir,Pirzada,,19370103,PAK,1937-01-03
113516,Ralph T,White,,,GBR,
113517,Roche,Goosen,,,RSA,
113518,J Allen,Morris,,19320904,USA,1932-09-04
113519,Graham A,Regan,,,AUS,
113520,Sayed Ibrahim,Badr El Dine,,19270918,EGY,1927-09-18
113521,Lawrence E,Barclay,,,CAN,
113522,Sverre,Lie,,19260114,NOR,1926-01-14
113523,Bobby,Sibert,,,USA,
113524,Bill,Hough,,,GBR,
113525,Brendan H,Macken,,19230121,CAN,1923-01-21
113526,Bengt,Axelsson,,19291112,SWE,1929-11-12
113527,Frank,Mott Trille,,19281109,JAM,1928-11-09
113528,Robert T,Connor,,,RSA,
113529,David,Lurie,,,RSA,
113530,Bruce A,Haughton,,,IRL,
113531,Athol W,Tills,,,NZL,
113532,Henri,Rochon,,19240000,CAN,
113533,Ted,Slawek,,,GBR,
113534,Reg K,Kaley,,,GBR,
113535,Bill,Smith,,,NZL,
113536,John G,Rutherglen,,,GBR,
113537,John Pa,Linck,,19250929,NED,1925-09-29
113538,Brian W,Rooke,,,RSA,
113539,Guy I,Pettigrew,,,GBR,
113540,Keith R,Malcolm,,,RSA,
113541,J Malcolm,Gracie,,,GBR,
113542,Alistair Bradley,Martin,,19150311,USA,1915-03-11
113543,Cv,Irvine,,,RHO,
113544,Harry E,Likas,,,USA,
113545,Gustav,Specht,,,AUT,
113546,Steve D,Potts,,,USA,
113547,Nils,Rohlsson,,19160331,SWE,1916-03-31
113548,John H,Maloney,,,RSA,
113549,Jacques,Grigry,,,USA,
113550,Roy W,Dixon,,19380820,GBR,1938-08-20
113551,Chen Hua,Chu,,,CHN,
113552,Stan W,Hicks,,,AUS,
113553,Dickie,Dillon,,,GBR,
113554,Trevor A,Adamson,,,GBR,
113555,Andrei,Potanin,,,URS,
113556,Dennis,Reilly,,,AUS,
113557,Cookie,Hammill,,19411025,RSA,1941-10-25
113558,Fu Chi,Mei,,,CHN,
113559,Tim W,Heckler,,,RSA,
113560,Bob,Hull,,,GBR,
113561,Nick,Carter,,,USA,
113562,Hans,Van De Weg,,19371210,NED,1937-12-10
113563,Greg,Grant,,,USA,
113564,Bob,Dabbs,,,GBR,
113565,Arcot J,Uday Kumar,,19311121,IND,1931-11-21
113566,Theodore Michel,Mavrogordato,,18830731,GBR,1883-07-31
113567,George Townshend Candy,Watt,,18860000,GBR,
113568,Maurice F Col,Day,,,GBR,
113569,Ta,Fuller,,,GBR,
113570,Percival May,Davson,,18770930,GBR,1877-09-30
113571,Alfred C,Hunter,,,GBR,
113572,Ernest George,Parton,,18790000,GBR,
113573,Arthur W,Macpherson Jr,,18960201,USA,1896-02-01
113574,Walter Cecil,Crawley,,18800329,GBR,1880-03-29
113575,Brian Ivan Cobham,Norton,,18991010,RSA,1899-10-10
113576,Jcf,Simpson,,,GBR,
113577,Erik,Tegner,,18961029,DEN,1896-10-29
113578,Monty,Temple,,,GBR,
113579,Axel Berg,Gravem,,18951129,USA,1895-11-29
113580,Ja,Frost,,,GBR,
113581,Dick,Williams,,18910129,USA,1891-01-29
113582,N,Field,,,GBR,
113583,George M,Boustead,,,GBR,
113584,Jw,Ofarrell,,,GBR,
113585,Wentworth,Gore,,18680102,GBR,1868-01-02
113586,Gerald R,Sherwell,,,RSA,
113587,Jt,Baines,,,GBR,
113588,William H,Laurentz,,18950000,FRA,
113589,Lf,Davin,,,GBR,
113590,Wing,Lock Wei,,,CHN,
113591,A Vincent,Burr,,,GBR,
113592,Cl,Philcox,,,GBR,
113593,Jarl Sune,Malmstrom,,18971028,SWE,1897-10-28
113594,Beverley C,Covell,,,GBR,
113595,Ce Leonard,Lyle,,,GBR,
113596,Harold Scotter,Owen,,18850000,GBR,
113597,Philip F,Glover,,18990209,GBR,1899-02-09
113598,Zenzo,Shimidzu,,18910325,JPN,1891-03-25
113599,Alan C,Belgrave,,,GBR,
113600,William Percy,Pinckney,,18680925,GBR,1868-09-25
113601,Neville G,Deed,,,GBR,
113602,Maurice,Blythman,,,GBR,
113603,Henry Vere Shirley,Dillon,,18840000,IRL,
113604,Henry George,Mayes,,18800214,CAN,1880-02-14
113605,Pm,Dixon,,,RSA,
113606,Robert,Walker,,,GBR,
113607,Jb,Ward,,,CAN,
113608,Roderick James,Mcnair,,18701125,GBR,1870-11-25
